Class,TP,TN,FP,FN,Precision,Recall,F1_Score,Accuracy,AUC
leaf_1,5,19,1,0,0.8333333333333334,1.0,0.9090909090909091,0.96,0.98
leaf_2,4,20,0,1,1.0,0.8,0.888888888888889,0.96,0.9800000000000001
leaf_3,5,19,1,0,0.8333333333333334,1.0,0.9090909090909091,0.96,0.98
leaf_4,4,18,2,1,0.6666666666666666,0.8,0.7272727272727272,0.88,0.93
leaf_5,3,20,0,2,1.0,0.6,0.7499999999999999,0.92,0.99
Micro_avg,21,96,4,4,0.84,0.84,0.84,0.84,0.9696
Macro_avg,-,-,-,-,0.8666666666666668,0.8399999999999999,0.8368686868686869,0.9359999999999999,0.9720000000000001
StandardScaler_feat_all_KNeighborsClassifier model classification performance report,,,,,,,,,
