Sample_ID,Cooks_distance_like
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_1,0.01035196687370601
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_2,0.014751552795031056
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_3,0.000582298136645963
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_4,0.013651656314699792
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_5,0.0024456521739130432
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_1,0.0028726708074534174
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_2,0.011193064182194623
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_3,0.004697204968944098
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_4,0.006017080745341616
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_5,0.012422360248447208
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_1,0.00376552795031056
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_2,0.002445652173913044
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_3,0.0016304347826086956
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_4,0.0034161490683229834
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_5,0.00841097308488613
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_1,0.0012034161490683233
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_2,0.006728778467908903
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_3,0.0025232919254658376
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_4,0.0015527950310558999
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_5,0.016692546583850932
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_1,0.00478778467908903
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_2,0.011775362318840583
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_3,0.011335403726708075
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_4,0.0036878881987577657
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_5,0.010934265010351966
