Mean_Error,Standard_Deviation_of_Error,Mean_Absolute_Error,Normalized_MAE,CV_MAE,Mean_Squared_Error,Root_Mean_Squared_Error,Normalized_RMSE,CV_RMSE,Residual_Prediction_Deviation,R2
-0.21199999999999997,0.9056798551364604,0.7959999999999999,0.19899999999999998,0.39799999999999996,0.8652,0.9301612763386788,0.2325403190846697,0.4650806381693394,1.5203960843648034,0.5674
