Sample_ID,leaf_1_probability_Cooks_distance_like,leaf_2_probability_Cooks_distance_like,leaf_3_probability_Cooks_distance_like,leaf_4_probability_Cooks_distance_like,leaf_5_probability_Cooks_distance_like
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-1,0.010144927536231883,0.004112808460634549,0.01696406132194019,0.02533237513474668,0.0012077294685990333
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-2,0.0037681159420289833,0.006043991278696933,0.004170440821256039,0.004554621274268527,0.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-3,0.023550724637681156,0.022508657175836857,0.0011039402173913045,0.000999794913863823,0.09420289855072474
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-4,0.026086956521739132,0.01674500587544066,0.002638853983412917,0.013833992094861658,0.0006038647342995167
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-5,0.03260869565217391,0.008225616921269096,0.013068610203568734,0.019583183614804166,0.0012077294685990333
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-1,0.0037681159420289833,0.00937860715659869,0.003434480676328502,0.004110267979217938,0.04710144927536236
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-2,0.009420289855072464,0.03437132784958872,0.01357124905755215,0.013654329859863458,0.0024154589371980697
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-3,0.0,0.008336539694754392,0.00024532004830917875,0.004665709598031175,0.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-4,0.021739130434782608,0.011457109283196237,0.010052777079668259,0.012756018684872437,0.0024154589371980667
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-5,0.0,0.004168269847377196,0.004661080917874396,0.004998974569319114,0.023550724637681156
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-1,0.006521739130434782,0.00499412455934195,0.01206333249560191,0.02479338842975207,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-2,0.0,0.006043991278696932,0.000981280193236715,0.0018885015039649988,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-3,0.004347826086956521,0.0052878965922444204,0.002261874842925359,0.007725476104922745,0.00181159420289855
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-4,0.0036231884057971032,0.015276145710928316,0.023749685850716257,0.015630614444843694,0.0030193236714975836
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-5,0.0,0.004168269847377196,0.006378321256038648,0.01033121410992617,0.023550724637681156
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-1,0.010144927536231883,0.02790834312573443,0.004900728826338277,0.022278117139777218,0.0012077294685990342
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-2,0.0,0.002709375400795176,0.008708861714975844,0.007998359310910584,0.0
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-3,0.0037681159420289833,0.005418750801590354,0.0028211805555555546,0.002888296417828821,0.023550724637681156
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-4,0.004347826086956521,0.0011750881316098707,0.010806735360643376,0.018684872439813153,0.0024154589371980697
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-5,0.0037681159420289833,0.01104591509554957,0.011407382246376814,0.014774747060432055,0.023550724637681156
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-1,0.0021739130434782605,0.0035252643948296136,0.005906006534305101,0.014552641034854473,0.007850241545893718
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-2,0.0037681159420289833,0.006043991278696933,0.0011039402173913045,0.0026661197703035278,0.0
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-3,0.004347826086956521,0.004406580493537018,0.0035184719778838906,0.010600071864893998,0.01086956521739131
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-4,0.004347826086956521,0.0017626321974148053,0.008419200804222165,0.015091627739849083,0.0006038647342995167
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-5,0.0037681159420289833,0.006043991278696933,0.0014719202898550718,0.0022217664752529403,0.023550724637681156
