Class,TP,TN,FP,FN,Precision,Recall,F1_Score,Accuracy,AUC
leaf_1,4,19,1,1,0.8,0.8,0.8000000000000002,0.92,0.97
leaf_2,2,17,3,3,0.4,0.4,0.4000000000000001,0.76,0.66
leaf_3,2,16,4,3,0.3333333333333333,0.4,0.3636363636363636,0.72,0.605
leaf_4,1,18,2,4,0.3333333333333333,0.2,0.25,0.76,0.67
leaf_5,5,19,1,0,0.8333333333333334,1.0,0.9090909090909091,0.96,1.0
Micro_avg,14,89,11,11,0.56,0.56,0.56,0.56,0.8076
Macro_avg,-,-,-,-,0.54,0.5599999999999999,0.5445454545454547,0.8240000000000001,0.7809999999999999
StandardScaler_feat5_RandomForestClassifier model classification performance report,,,,,,,,,
