Class,TP,TN,FP,FN,Precision,Recall,F1_Score,Accuracy,AUC
leaf_1,5,19,1,0,0.8333333333333334,1.0,0.9090909090909091,0.96,0.955
leaf_2,1,17,3,4,0.25,0.2,0.22222222222222224,0.72,0.625
leaf_3,0,12,8,5,0.0,0.0,,0.48,0.40499999999999997
leaf_4,3,19,1,2,0.75,0.6,0.6666666666666665,0.88,0.8200000000000001
leaf_5,1,18,2,4,0.3333333333333333,0.2,0.25,0.76,0.6499999999999999
Micro_avg,10,85,15,15,0.4,0.4,0.4,0.4,0.7178
Macro_avg,-,-,-,-,0.4333333333333334,0.39999999999999997,0.4095959595959596,0.76,0.6910000000000001
StandardScaler_feat_all_KNeighborsClassifier model classification performance report,,,,,,,,,
