Mean_Error,Standard_Deviation_of_Error,Mean_Absolute_Error,Normalized_MAE,CV_MAE,Mean_Squared_Error,Root_Mean_Squared_Error,Normalized_RMSE,CV_RMSE,Residual_Prediction_Deviation,R2
0.013333333333333353,0.6427717756370106,0.5199999999999999,0.12999999999999998,0.25999999999999995,0.41333333333333333,0.6429100507328637,0.16072751268321592,0.32145502536643183,2.1997067253202993,0.7933333333333333
