Class,TP,TN,FP,FN,Precision,Recall,F1_Score,Accuracy,AUC
leaf_1,5,18,2,0,0.7142857142857143,1.0,0.8333333333333333,0.92,0.9750000000000001
leaf_2,3,19,1,2,0.75,0.6,0.6666666666666665,0.88,0.85
leaf_3,2,19,1,3,0.6666666666666666,0.4,0.5,0.84,0.7300000000000001
leaf_4,3,18,2,2,0.6,0.6,0.6,0.84,0.8400000000000001
leaf_5,5,19,1,0,0.8333333333333334,1.0,0.9090909090909091,0.96,0.98
Micro_avg,18,93,7,7,0.72,0.72,0.72,0.72,0.897
Macro_avg,-,-,-,-,0.7128571428571429,0.72,0.7018181818181819,0.8879999999999999,0.875
StandardScaler_feat5_KNeighborsClassifier model classification performance report,,,,,,,,,
