Class,TP,TN,FP,FN,Precision,Recall,F1_Score,Accuracy,AUC
leaf_1,5,19,1,0,0.8333333333333334,1.0,0.9090909090909091,0.96,0.965
leaf_2,2,20,0,3,1.0,0.4,0.5714285714285715,0.88,0.895
leaf_3,2,17,3,3,0.4,0.4,0.4000000000000001,0.76,0.73
leaf_4,4,17,3,1,0.5714285714285714,0.8,0.6666666666666666,0.84,0.895
leaf_5,4,19,1,1,0.8,0.8,0.8000000000000002,0.92,0.995
Micro_avg,17,92,8,8,0.68,0.68,0.68,0.68,0.919
Macro_avg,-,-,-,-,0.7209523809523809,0.6799999999999999,0.6694372294372293,0.8719999999999999,0.8959999999999999
RandomForestClassifier model classification performance report,,,,,,,,,
