Mean_Error,Standard_Deviation_of_Error,Mean_Absolute_Error,Normalized_MAE,CV_MAE,Mean_Squared_Error,Root_Mean_Squared_Error,Normalized_RMSE,CV_RMSE,Residual_Prediction_Deviation,R2
-0.0533333333333333,0.43898873688411544,0.3733333333333333,0.09333333333333332,0.18666666666666665,0.19555555555555554,0.4422166387140533,0.11055415967851333,0.22110831935702666,3.1980107453341566,0.9022222222222223
