Class,TP,TN,FP,FN,Precision,Recall,F1_Score,Accuracy,AUC
leaf_1,3,19,1,2,0.75,0.6,0.6666666666666665,0.88,0.9600000000000001
leaf_2,2,17,3,3,0.4,0.4,0.4000000000000001,0.76,0.76
leaf_3,2,19,1,3,0.6666666666666666,0.4,0.5,0.84,0.835
leaf_4,4,17,3,1,0.5714285714285714,0.8,0.6666666666666666,0.84,0.875
leaf_5,5,19,1,0,0.8333333333333334,1.0,0.9090909090909091,0.96,0.98
Micro_avg,16,91,9,9,0.64,0.64,0.64,0.64,0.8912
Macro_avg,-,-,-,-,0.6442857142857142,0.64,0.6284848484848485,0.8559999999999999,0.882
StandardScaler_feat5_RandomForestClassifier model classification performance report,,,,,,,,,
