Sample_ID,Cooks_distance_like
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_1,0.0002264492753623184
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_2,0.0002264492753623184
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_3,0.012596899224806198
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_4,0.012596899224806198
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_5,0.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_1,0.01204920795416245
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_2,0.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_3,0.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_4,0.000226449275362319
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_5,0.003623188405797102
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_1,0.007119986518368725
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_2,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_3,0.0020380434782608695
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_4,0.009310751600943714
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_5,0.0020380434782608695
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_1,0.00022644927536231873
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_2,0.0018115942028985503
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_3,0.0
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_4,0.006572295247724975
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_5,0.001585144927536232
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_1,0.006572295247724974
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_2,0.0
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_3,0.0
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_4,0.0
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_5,0.00022644927536231887
