Class,TP,TN,FP,FN,Precision,Recall,F1_Score,Accuracy,AUC
leaf_1,4,18,2,1,0.6666666666666666,0.8,0.7272727272727272,0.88,0.92
leaf_2,3,19,1,2,0.75,0.6,0.6666666666666665,0.88,0.8400000000000001
leaf_3,5,18,2,0,0.7142857142857143,1.0,0.8333333333333333,0.92,0.985
leaf_4,4,18,2,1,0.6666666666666666,0.8,0.7272727272727272,0.88,0.91
leaf_5,2,20,0,3,1.0,0.4,0.5714285714285715,0.88,0.8700000000000001
Micro_avg,18,93,7,7,0.72,0.72,0.72,0.72,0.9017999999999999
Macro_avg,-,-,-,-,0.7595238095238095,0.72,0.7051948051948053,0.8880000000000001,0.905
StandardScaler_feat_all_KNeighborsClassifier model classification performance report,,,,,,,,,
