Class,TP,TN,FP,FN,Precision,Recall,F1_Score,Accuracy,AUC
leaf_1,2,17,3,3,0.4,0.4,0.4000000000000001,0.76,0.795
leaf_2,2,17,3,3,0.4,0.4,0.4000000000000001,0.76,0.87
leaf_3,5,19,1,0,0.8333333333333334,1.0,0.9090909090909091,0.96,0.98
leaf_4,2,20,0,3,1.0,0.4,0.5714285714285715,0.88,0.7950000000000002
leaf_5,5,18,2,0,0.7142857142857143,1.0,0.8333333333333333,0.92,0.945
Micro_avg,16,91,9,9,0.64,0.64,0.64,0.64,0.8888
Macro_avg,-,-,-,-,0.6695238095238095,0.64,0.6227705627705628,0.8560000000000001,0.8770000000000001
StandardScaler_feat5_KNeighborsClassifier model classification performance report,,,,,,,,,
