Class,TP,TN,FP,FN,Precision,Recall,F1_Score,Accuracy,AUC
leaf_1,5,19,1,0,0.8333333333333334,1.0,0.9090909090909091,0.96,0.96
leaf_2,3,19,1,2,0.75,0.6,0.6666666666666665,0.88,0.855
leaf_3,2,18,2,3,0.5,0.4,0.4444444444444445,0.8,0.835
leaf_4,4,18,2,1,0.6666666666666666,0.8,0.7272727272727272,0.88,0.985
leaf_5,4,19,1,1,0.8,0.8,0.8000000000000002,0.92,0.9700000000000001
Micro_avg,18,93,7,7,0.72,0.72,0.72,0.72,0.9366
Macro_avg,-,-,-,-,0.71,0.72,0.7094949494949494,0.8879999999999999,0.9209999999999999
RandomForestClassifier model classification performance report,,,,,,,,,
