Class,TP,TN,FP,FN,Precision,Recall,F1_Score,Accuracy,AUC
leaf_1,4,19,1,1,0.8,0.8,0.8000000000000002,0.92,0.93
leaf_2,4,19,1,1,0.8,0.8,0.8000000000000002,0.92,0.8550000000000001
leaf_3,3,19,1,2,0.75,0.6,0.6666666666666665,0.88,0.9550000000000001
leaf_4,3,17,3,2,0.5,0.6,0.5454545454545454,0.8,0.845
leaf_5,4,19,1,1,0.8,0.8,0.8000000000000002,0.92,0.97
Micro_avg,18,93,7,7,0.72,0.72,0.72,0.72,0.9134
Macro_avg,-,-,-,-,0.7300000000000001,0.7200000000000001,0.7224242424242424,0.8880000000000001,0.9109999999999999
KNeighborsClassifier model classification performance report,,,,,,,,,
