Mean_Error,Standard_Deviation_of_Error,Mean_Absolute_Error,Normalized_MAE,CV_MAE,Mean_Squared_Error,Root_Mean_Squared_Error,Normalized_RMSE,CV_RMSE,Residual_Prediction_Deviation,R2
0.0,0.4216370213557839,0.3466666666666666,0.08666666666666666,0.1733333333333333,0.17777777777777776,0.4216370213557839,0.10540925533894598,0.21081851067789195,3.3541019662496847,0.9111111111111111
