Mean_Error,Standard_Deviation_of_Error,Mean_Absolute_Error,Normalized_MAE,CV_MAE,Mean_Squared_Error,Root_Mean_Squared_Error,Normalized_RMSE,CV_RMSE,Residual_Prediction_Deviation,R2
-0.05333333333333329,0.5471542540982185,0.45333333333333337,0.11333333333333334,0.22666666666666668,0.3022222222222222,0.5497474167490214,0.13743685418725535,0.2748737083745107,2.5724787771376327,0.8488888888888889
