Process_ID,All,5_0_%#1,5_0_%#2
Process_label,All,roi_mean,roi_median
n_records,16,8,8
Mean_AUC_micro,0.8906125,0.88995,0.891275
Min_AUC_micro,0.7178,0.7178,0.8182
Median_AUC_micro,0.8941,0.9121,0.8941
Max_AUC_micro,0.9752,0.9752,0.9622
All,1.0,0.9266853014329798,0.9266853014329798
5_0_%#1,0.9266853014329798,1.0,0.8784770784770783
5_0_%#2,0.9266853014329798,0.8784770784770783,1.0
