Process_ID,All,2_0_%#1,2_0_%#2
Process_label,All,snv,raw
n_records,16,8,8
Mean_AUC_macro,0.8828750000000001,0.94425,0.8215
Min_AUC_macro,0.6910000000000001,0.8770000000000001,0.6910000000000001
Median_AUC_macro,0.8795000000000001,0.966,0.8325
Max_AUC_macro,0.976,0.976,0.882
All,1.0,0.06134609790719245,0.06134609790719245
2_0_%#1,0.06134609790719245,1.0,0.0003108003108003108
2_0_%#2,0.06134609790719245,0.0003108003108003108,1.0
