Sample_ID,leaf_1_probability_Cooks_distance_like,leaf_2_probability_Cooks_distance_like,leaf_3_probability_Cooks_distance_like,leaf_4_probability_Cooks_distance_like,leaf_5_probability_Cooks_distance_like
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_1,0.015255530129672004,0.007551487414187644,0.005652173913043477,0.006108515989938914,0.001976284584980238
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_2,0.011974944731024314,0.01039002557544757,0.01421930544161881,0.002169145690312739,0.0023164647184604425
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_3,0.02974828375286041,0.011212814645308924,0.006086956521739131,0.0010779734099892202,0.0027667984189723334
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_4,0.00997912060918693,0.006926683716965046,0.010220125786163518,0.003563596491228071,0.004439890710382514
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_5,0.015636918382913804,0.008009153318077803,0.004565217391304349,0.0021559468199784408,0.008300395256916997
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_1,0.009579955784819455,0.0034633418584825233,0.00666529942575882,0.01069078947368421,0.0038607745307674027
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_2,0.012204424103737605,0.007322654462242564,0.003260869565217392,0.0010779734099892202,0.006719367588932808
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_3,0.011575779906656836,0.004848678601875533,0.0057765928356576434,0.005267925247902366,0.005019006889997625
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_4,0.011823035850495803,0.0022883295194508,0.007173913043478261,0.002874595759971255,0.00474308300395257
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_5,0.008781626136084502,0.007965686274509803,0.0066652994257588175,0.005732742181540809,0.0013512710857685906
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_1,0.026697177726925998,0.009839816933638444,0.00565217391304348,0.003593244699964068,0.005138339920948616
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_2,0.0039916482436747735,0.0017316709292412608,0.009775772491112932,0.004183352402745997,0.0015443098123069617
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_3,0.021739130434782608,0.0075514874141876425,0.023695652173913045,0.009342436219906576,0.003557312252964427
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_4,0.005339435545385202,0.0018306636155606404,0.008478260869565215,0.002874595759971255,0.005138339920948616
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_5,0.002794153770572341,0.005887681159420292,0.011108832376264694,0.004803108314263921,0.002702542171537183
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_1,0.0047899778924097285,0.0027706734867860186,0.011553185671315283,0.00821176582761251,0.002123425991922072
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_2,0.0045766590389016,0.003432494279176201,0.0028260869565217383,0.002155946819978441,0.008695652173913045
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_3,0.005588307541144683,0.007619352088661554,0.003554826360404703,0.0018592677345537767,0.0019303872653837018
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_4,0.008390541571319602,0.005720823798627001,0.0026086956521739132,0.004132231404958679,0.014229249011857709
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_5,0.03273151559813313,0.024589727195225914,0.010220125786163521,0.008521643783371472,0.004439890710382514
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_1,0.012967200610221205,0.008237986270022883,0.004347826086956523,0.0035932446999640683,0.006324110671936758
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_2,0.003991648243674773,0.005887681159420291,0.00444353295050588,0.004338291380625478,0.004053813257305774
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_3,0.003193318594939818,0.005887681159420292,0.0031104730653541135,0.003563596491228072,0.0013512710857685913
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_4,0.01792524790236461,0.009382151029748284,0.00826086956521739,0.005749191519942509,0.0150197628458498
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_5,0.0049580472921434025,0.0020594965675057204,0.0032608695652173916,0.002515271289974848,0.010671936758893283
