Class,TP,TN,FP,FN,Precision,Recall,F1_Score,Accuracy,AUC
leaf_1,5,19,1,0,0.8333333333333334,1.0,0.9090909090909091,0.96,0.98
leaf_2,4,20,0,1,1.0,0.8,0.888888888888889,0.96,0.9800000000000001
leaf_3,3,20,0,2,1.0,0.6,0.7499999999999999,0.92,0.97
leaf_4,5,17,3,0,0.625,1.0,0.7692307692307693,0.88,0.9550000000000001
leaf_5,4,20,0,1,1.0,0.8,0.888888888888889,0.96,0.995
Micro_avg,21,96,4,4,0.84,0.84,0.84,0.84,0.9712000000000001
Macro_avg,-,-,-,-,0.8916666666666668,0.8400000000000001,0.8412198912198912,0.9359999999999999,0.976
StandardScaler_feat5_KNeighborsClassifier model classification performance report,,,,,,,,,
