Mean_Error,Standard_Deviation_of_Error,Mean_Absolute_Error,Normalized_MAE,CV_MAE,Mean_Squared_Error,Root_Mean_Squared_Error,Normalized_RMSE,CV_RMSE,Residual_Prediction_Deviation,R2
-0.036,0.517594435827898,0.41200000000000003,0.10300000000000001,0.20600000000000002,0.2692,0.5188448708429139,0.12971121771072847,0.25942243542145693,2.7256963340035876,0.8654
