Preprocessing_chain,Sample_ID,X_shape,y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45
2_0_%#1-5_0_%#1-,File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_1,"(46,)",4,-0.9532443564471011,-0.9687123384842429,-1.1504702875676769,-1.1795663769527147,-1.1803397971181093,-1.1597216562375128,-1.1688474990805173,-1.162444974969609,-1.1414576043731057,-1.0325180702312018,-0.7601617946419664,-0.5253605680989414,-0.45464227253574013,-0.46286028930302225,-0.5961981304962697,-0.7008917009409306,-0.7418598518027322,-0.8118657910146289,-0.8564414273026169,-0.9357801430419477,-1.038555468923302,-1.1234587917130114,-1.104639240948286,-0.6368195516630984,0.1697907674477898,0.6789471103756841,0.944333939508359,1.0255776215258832,1.0542895274777566,1.0392638252627464,1.0465633902132236,1.0539639829307474,1.0735312239731878,1.0663096019383034,1.0938910376824176,1.1127478136994322,1.1204457652001154,1.1305864029399444,1.1323940244870985,1.1252320032515284,1.1128809408566553,1.0756856574807117,1.0551577929619087,0.9298043100645453,0.8981310977713532,0.9073301750700563
,File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_2,"(46,)",4,-1.0037976702478064,-0.9317482235714336,-1.122619456567472,-1.1668816603989987,-1.1471352724975863,-1.1436618451952603,-1.1467093104771584,-1.1438100716529782,-1.1210384368896484,-1.0256098254809471,-0.7714078014607549,-0.5440419018268585,-0.4761664671486135,-0.48779609284693154,-0.6219561488515487,-0.7205957684012176,-0.7641153063282661,-0.830048436573953,-0.8745066935305476,-0.9467820227976297,-1.0340645396277766,-1.106019880446219,-1.078708696166121,-0.6807304854844606,0.11509420038454661,0.6493958496283688,0.9398093881049197,1.0268924480361195,1.0585102830756674,1.0421925836286836,1.057473568531132,1.064211856853995,1.0916135656468384,1.0777720050227344,1.104183396091036,1.1160861989249757,1.1156595521982666,1.1299581848147189,1.1334294097337219,1.1338866220211252,1.1235426908416004,1.0928242348528838,1.086761422808124,0.9226430981189095,0.9217913147914262,0.886220139391658
,File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_3,"(46,)",4,-0.9153614446015149,-0.9430241186232715,-1.1890764197597474,-1.1986596937803646,-1.2162817634931615,-1.2071535194822127,-1.2020644746675082,-1.20234617353217,-1.17334858478944,-1.041898121984946,-0.7252194624249433,-0.46616696025452486,-0.38190685081579445,-0.39113377458234994,-0.5408608486803519,-0.6572395489991076,-0.7083613242352179,-0.790774871113354,-0.8512272205820844,-0.936946246034041,-1.0575391675796977,-1.164716984109157,-1.1478127599493857,-0.6285017342411423,0.18810178374810665,0.6921208940278777,0.9406825245523746,1.020212924309791,1.0410229931823558,1.0269249387557764,1.030043961567869,1.0498905202606217,1.0634079885141494,1.0726873997774105,1.0912966796469348,1.099778150000699,1.1087278527472404,1.1102495059401467,1.1180988396603637,1.1304258262940468,1.1323651196644593,1.0807841849229574,1.0665041303342104,0.9466994983317418,0.8994320805559739,0.8281642916652322
,File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_4,"(46,)",4,-0.8235208970289377,-0.891200758676069,-1.1514206488000256,-1.1480002020686206,-1.171573269894905,-1.156839343083936,-1.1599383529283152,-1.153815140486723,-1.1341143139531196,-1.034475497376751,-0.7724460354393397,-0.5358137581609864,-0.4645297403486682,-0.47707970665254346,-0.616776804748915,-0.71962018044182,-0.761606797066253,-0.8346018038645117,-0.8795790562567337,-0.9512750511797861,-1.0427980186713772,-1.1194079094369647,-1.0982536396510165,-0.6935908835478711,0.09839674850068617,0.6462514152529254,0.9376877940876384,1.0271165379336182,1.0528327667377364,1.0470140450437304,1.0449921916308298,1.0683080594184653,1.0717516433545042,1.0858615187691971,1.101979237267189,1.1092150818773918,1.1257087835963344,1.136911139341907,1.1247418451477105,1.1251296920915486,1.1198270868367592,1.0961300377214938,1.053676190495611,0.976470667441606,0.9140688059420533,0.8282065300220671
,File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_5,"(46,)",4,-0.8773664461393599,-0.99220278302725,-1.1605577357610066,-1.1884364245556018,-1.2150236378775703,-1.1876968181574785,-1.1885316193545306,-1.1863879765404595,-1.158536688575038,-1.0303721345795525,-0.7310384716811004,-0.481269099800675,-0.40556100108005383,-0.4157971208183854,-0.5638226984606849,-0.6731607020342791,-0.7221735294659932,-0.802428383120784,-0.8560113918339765,-0.9372791638197723,-1.0524556127300968,-1.1529974361702249,-1.1360641573093555,-0.6507347548890997,0.13974529381247217,0.6507381204764048,0.928620498975118,1.0164235838254292,1.04161701908818,1.0378898938496908,1.037064660390218,1.0514323773207488,1.0658790845341153,1.0742222062746685,1.088982719403726,1.0997800098525152,1.1074416731022023,1.1282390922970242,1.1180847201523958,1.1414820661368192,1.1273037534731405,1.1099460871572848,1.0619125451423503,0.9748687993597102,0.9102970816498553,0.8539345060895991
,File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_1,"(46,)",3,-0.7893497815867886,-0.8160051603242755,-1.0524482265673578,-1.1359225319325923,-1.1432151411473752,-1.1416408629715442,-1.1296572549641133,-1.133833101093769,-1.1130183038115502,-1.0234613510966302,-0.7739120827615261,-0.556057525202632,-0.48036667905747893,-0.5001531171798707,-0.6491043050587177,-0.7548880690336227,-0.792095028758049,-0.8698513306677341,-0.9164960634708404,-0.9682504008710384,-1.0476479893922805,-1.1227506437897683,-1.1044595849514007,-0.7631963595747948,-0.006053864841087489,0.5734385573863983,0.908174603432417,1.0221962827444075,1.042185779362917,1.0817032255232335,1.0707665978372096,1.0830788810551166,1.0972260278463364,1.1045161543786526,1.1268060147762298,1.1113831883668899,1.1042646883428098,1.1403563059866428,1.1247322572767735,1.1126685248315333,1.1533278043568134,1.1019961377978325,1.0700264037400484,0.9838451599702239,0.9117846540315077,0.8593575135432183
,File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_2,"(46,)",3,-0.6233214561305911,-0.808738478204485,-1.0327172662822037,-1.1366267212310428,-1.1475361352334972,-1.1337133766932803,-1.1294934744252765,-1.1334412270217225,-1.1145369052030882,-1.0197339177773714,-0.7791113666186855,-0.5560371876833041,-0.48526776511108427,-0.5027724714210688,-0.6499365482552903,-0.7522769194745076,-0.7952715802663533,-0.8709665565773229,-0.9181055624566343,-0.9708354580124148,-1.0519260221580629,-1.1243226624476845,-1.1083435516811144,-0.7685584831494617,-0.004012829130170991,0.5818627016013572,0.9103550676597513,1.0204871917541407,1.050702149071856,1.0682145954248508,1.0766905107446805,1.0909427054480547,1.0962031969476218,1.0979758420795256,1.1047404067092568,1.0997996004950423,1.1076055332831036,1.1201519548785965,1.1333520315065846,1.1255043292923077,1.106896384453645,1.0714201885451107,1.0120203071140101,0.9348591377355051,0.9212306784248545,0.8865894162960525
,File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_3,"(46,)",3,-0.7966256357361238,-0.838553488272957,-1.062810437277306,-1.1167739467565403,-1.127373077425846,-1.1179703436618627,-1.1163825795400975,-1.114884182880091,-1.0982221833495207,-1.0141497713188792,-0.797251514224119,-0.5937819997585096,-0.5254508976326432,-0.5458982491215995,-0.68631607862406,-0.777692556519841,-0.8144437283277511,-0.8824585345595382,-0.9220527554667273,-0.9669369091821272,-1.0394553083319997,-1.1010478276152944,-1.0827028557311658,-0.7790279572093209,-0.051422370133311,0.5524504552400389,0.9246578563091367,1.0612372920956723,1.0973596874364586,1.0975374706262766,1.1062472173640894,1.1117785838454268,1.1106464248757029,1.1225275000167447,1.1283745620832888,1.1334875118593837,1.1378295229617938,1.1368632956992748,1.1282392247471698,1.1491190189539,1.1226580096538676,1.0975354299988858,1.0139796423530856,0.9395192952956571,0.9459713966780624,0.8516658116760122
,File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_4,"(46,)",3,-0.9106186391211095,-1.0316055180841779,-1.195074046426948,-1.1874739542920538,-1.1948523884758036,-1.1699178421750982,-1.161173394576032,-1.1572949160920813,-1.1314445122759393,-1.0111398993654455,-0.7326596691253338,-0.4909364851548317,-0.4120242645131781,-0.43032633885741234,-0.580644956643277,-0.6879700670533991,-0.7315847935828756,-0.8135941452168404,-0.8654828490729027,-0.9267383642653202,-1.026431018431136,-1.1247421825819828,-1.1182171814619226,-0.6859549590564789,0.10107628604604,0.6346755205950838,0.9271654305305886,1.0332050295586281,1.0629904239735706,1.0732901531965175,1.0839331221707325,1.0841866838805219,1.105504641380716,1.0987697789643673,1.1010492513788508,1.1123162499133576,1.1081934377868126,1.1249075674630227,1.123530965663017,1.1241656693372322,1.1031337482498047,1.0714465393982036,1.038052589692017,0.9490231676780163,0.8658790472944445,0.8514070917641685
,File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_5,"(46,)",3,-0.7052658516070645,-0.8664255333704779,-1.0829578083010474,-1.1517083054737363,-1.1782340714425752,-1.1601318542611014,-1.15560151803207,-1.1554751048641145,-1.1329560727036734,-1.0312835093326829,-0.7688333511726236,-0.5338960126462775,-0.4558674368614189,-0.47549471346313055,-0.6271007695977839,-0.7342508966521659,-0.7787902554499069,-0.8562703888742652,-0.9062357724896295,-0.9668302507360652,-1.0568239398635417,-1.1388835002636086,-1.1256641468408837,-0.7416373196066733,0.05260687514083023,0.6095480865321065,0.9311846164575814,1.0293630321073184,1.058303091531014,1.0737927416524418,1.0815120527487687,1.0843704508514365,1.1009999310584153,1.1016001385581158,1.1080214179421668,1.11198924421143,1.1127707167229808,1.1245274964793972,1.1104097388443404,1.1053463648167772,1.1115193156488512,1.076389953073663,1.046541924355795,0.9623187875050113,0.9268491099821647,0.8666532984536356
,File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_1,"(46,)",2,-0.6319859956452424,-0.7117596764423963,-0.9593776566163137,-1.02339441079737,-1.0488012907886284,-1.044617177506311,-1.0460197402731983,-1.0465606694149667,-1.0380120507051882,-0.9980140682374616,-0.8545228875871329,-0.6991938518690483,-0.6500318646085635,-0.6727209190642709,-0.7914633218410532,-0.8622645757151368,-0.887875704679677,-0.9354883701403476,-0.9635138917770474,-0.9868240386489369,-1.022358887545065,-1.0470272815448523,-1.0257522932762067,-0.8689061433663926,-0.2571001074385861,0.399070062425294,0.8587251010664921,1.0292445081410238,1.07506602888588,1.0810730619612878,1.0863054729005277,1.103282945837096,1.1150460360293317,1.1312660708211941,1.1434877784890345,1.152542010761219,1.161451522265221,1.1596131314062712,1.1640182968708206,1.1691870852389727,1.1676897487386215,1.1426212343010675,1.0879168106914257,0.999701913605905,0.9577826135872776,0.8884954555122007
,File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_2,"(46,)",2,-0.5511729697811518,-0.6314125743778992,-0.9123801815655324,-1.0210921139426867,-1.043464486544857,-1.040001402079977,-1.0436515647000755,-1.0427428666384382,-1.0369685237722515,-0.9979923275674718,-0.8530276295981348,-0.6940437326978949,-0.6458734554306513,-0.6678732137568552,-0.787752120785077,-0.8600150360283858,-0.8857254122769488,-0.9344635595563682,-0.9601973050480204,-0.9870528132338308,-1.0219785396465737,-1.045614899762559,-1.0241909788350128,-0.8689182208033671,-0.26792623070894933,0.38723209395266794,0.8398604842909757,1.0153098185501859,1.066789177539752,1.0794893017005396,1.0954047468948234,1.1022871461334387,1.117047615851464,1.1235337660761942,1.1265977678059549,1.1300193856802079,1.1363490496901731,1.1464151020637077,1.1442306699254325,1.1265830015340894,1.1237359089364376,1.1122291148774726,1.0683596465003868,0.9935605175501092,0.9567714007430425,0.9337264557825107
,File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_3,"(46,)",2,-0.6412040993335699,-0.7526636542292892,-0.9595421422591938,-1.0325551005130909,-1.0497729818267358,-1.0468026903329737,-1.0501950099155264,-1.0515915924883696,-1.0437017584981647,-0.9979315126182096,-0.8459006790839152,-0.6800966970515456,-0.6272923478928666,-0.6488011501079853,-0.7708163384772916,-0.8466648739658199,-0.8750573342237103,-0.9246911106304557,-0.9529767232328054,-0.9812182564394271,-1.0200371483536583,-1.0462422888524918,-1.0278454524988718,-0.8539479030888136,-0.22578584262149373,0.42517801579082026,0.8698420348315146,1.0217977938694682,1.0689529355666538,1.0807857712554079,1.0868671289917304,1.1020928968716186,1.11096262408308,1.1178468311605876,1.1247446599078232,1.1302918458053457,1.1407552053851466,1.146663051354394,1.1417160589296724,1.1418824049372598,1.1402563913509665,1.1182090784558394,1.0639110686693547,1.0003785659062772,0.9748202604273646,0.9453800782890479
