Sample_ID,Cooks_distance_like
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_1,0.001811594202898552
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_2,0.004156010230179019
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_3,0.001811594202898552
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_4,0.00969735720375106
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_5,0.001811594202898552
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_1,0.002717391304347824
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_2,0.0018115942028985473
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_3,0.002770673486786017
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_4,0.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_5,0.002770673486786017
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_1,0.008312020460358055
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_2,0.0036231884057971006
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_3,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_4,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_5,0.0027706734867860208
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_1,0.004156010230179026
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_2,0.0018115942028985516
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_3,0.004528985507246377
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_4,0.005541346973572035
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_5,0.004156010230179025
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_1,0.008312020460358054
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_2,0.0009057971014492752
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_3,0.0009057971014492752
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_4,0.0027706734867860177
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_5,0.004528985507246377
