Sample_ID,Cooks_distance_like
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_1,0.0013813266099831018
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_2,0.009458506041097105
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_3,0.0013410937961000995
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_4,0.006783373019372669
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_5,0.0007644234637770568
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_1,0.009649586971220276
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_2,0.0030095246494399844
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_3,0.007691007437457741
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_4,0.0009387656572700698
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_5,0.008933033483258373
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_1,0.005398036275979661
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_2,0.01433106975923803
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_3,0.0027358313440442026
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_4,0.00175683287289113
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_5,0.0010058203470750743
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_1,0.006353440926595528
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_2,0.0011399297266850839
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_3,0.004442631625363789
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_4,0.0010862859748410802
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_5,0.0013142719201780974
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_1,0.0020921063219161563
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_2,0.0008046562776600595
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_3,0.00964958697122027
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_4,0.009888438133874237
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_5,0.0004559718906740336
