Class,TP,TN,FP,FN,Precision,Recall,F1_Score,Accuracy,AUC
leaf_1,2,19,1,3,0.6666666666666666,0.4,0.5,0.84,0.945
leaf_2,4,17,3,1,0.5714285714285714,0.8,0.6666666666666666,0.84,0.785
leaf_3,2,17,3,3,0.4,0.4,0.4000000000000001,0.76,0.6950000000000001
leaf_4,3,19,1,2,0.75,0.6,0.6666666666666665,0.88,0.89
leaf_5,4,18,2,1,0.6666666666666666,0.8,0.7272727272727272,0.88,0.95
Micro_avg,15,90,10,10,0.6,0.6,0.6,0.6,0.8596
Macro_avg,-,-,-,-,0.6109523809523809,0.6,0.592121212121212,0.8400000000000001,0.853
StandardScaler_feat_all_RandomForestClassifier model classification performance report,,,,,,,,,
