Sample_ID,Cooks_distance_like
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_1,0.0004140786749482394
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_2,0.0004140786749482394
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_3,0.0038754356998715813
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_4,0.0038754356998715813
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_5,0.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_1,0.002981104384516602
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_2,0.001192441753806641
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_3,0.0010351966873706007
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_4,0.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_5,0.0008281573498964803
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_1,0.002682993946064943
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_2,0.00020703933747412024
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_3,0.001242236024844721
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_4,0.0010351966873706007
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_5,0.003875435699871584
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_1,0.0012422360248447201
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_2,0.001863354037267081
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_3,0.0023848835076132817
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_4,0.0016563146997929604
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_5,0.0020867730691616223
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_1,0.001192441753806641
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_2,0.005664098330581545
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_3,0.002981104384516602
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_4,0.002691511387163562
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_5,0.0
