Sample_ID,Cooks_distance_like
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_1,0.007058430438959197
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_2,0.0068899976241387495
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_3,0.013098818026145431
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_4,0.016037063435495366
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_5,0.005633170446477052
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_1,0.005225953305767867
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_2,0.0035292152194795986
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_3,0.017343787122832025
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_4,0.01092896174863388
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_5,0.004818736165058681
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_1,0.010587645658438796
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_2,0.028391541933951058
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_3,0.008790686623901164
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_4,0.0037328237898341895
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_5,0.00631186568099236
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_1,0.008790686623901166
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_2,0.011062732322599507
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_3,0.02158250845758677
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_4,0.016037063435495366
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_5,0.02245188880969351
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_1,0.015918270373010215
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_2,0.013542409123307194
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_3,0.03603871695276282
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_4,0.003326205749584227
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_5,0.010572582561178422
