Sample_ID,leaf_1_probability_Cooks_distance_like,leaf_2_probability_Cooks_distance_like,leaf_3_probability_Cooks_distance_like,leaf_4_probability_Cooks_distance_like,leaf_5_probability_Cooks_distance_like
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-1,0.02100221075902727,0.007395786642761095,0.006292906178489703,0.004025764895330114,0.008516360376512778
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-2,0.013633014001473839,0.005826983415508743,0.027459954233409606,0.003864734299516909,0.008740475123263114
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-3,0.002210759027266029,0.004034065441506052,0.016590389016018305,0.005797101449275363,0.012774540564769165
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-4,0.09829867674858223,0.08589087809036657,0.006280193236714974,0.0024318683049779463,0.0017386441007684076
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1-5,0.09317895400126024,0.0450234441602728,0.00667270531400966,0.002687854442344045,0.0025289368738449568
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-1,0.0036845983787767134,0.006499327655759749,0.018878718535469106,0.0030595813204508863,0.0047064096817570605
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-2,0.06041272841839949,0.0450234441602728,0.00785024154589372,0.003071833648393194,0.004109522419998054
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-3,0.011263390044108382,0.009697357203751068,0.010205314009661834,0.0031998267170762437,0.0006322342184612392
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-4,0.0051584377302874,0.009861048857014793,0.021739130434782605,0.0028985507246376816,0.009412819363514123
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2-5,0.06553245116572148,0.037404092071611245,0.016485507246376804,0.0014079237555135468,0.003951463865382744
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-1,0.002947678703021371,0.000896458987001345,0.013157894736842106,0.005797101449275363,0.007844016136261768
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-2,0.020478890989287967,0.022858056265984653,0.020803140096618353,0.0033278197857592954,0.0028450539830755764
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-3,0.0040530582166543845,0.0022411474675033626,0.007437070938215103,0.003864734299516909,0.0049305244285073975
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-4,0.06758034026465028,0.047101449275362306,0.012167874396135264,0.003967785129174544,0.0018967026553837177
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3-5,0.008843036109064114,0.0029134917077543714,0.010869565217391304,0.0028985507246376816,0.007619901389511433
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-1,0.04300567107750472,0.03601875532821824,0.01766304347826087,0.008191556395715187,0.0023708783192296456
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-2,0.07986767485822306,0.05472080136402386,0.02198067632850241,0.008447542533081285,0.002686995428460266
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-3,0.13413673597983616,0.08727621483375958,0.02669082125603865,0.005887681159420289,0.0020547612099990273
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-4,0.0058953574060427415,0.004258180188256387,0.014874141876430207,0.004508856682769727,0.010533393097265803
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4-5,0.007000736919675755,0.004034065441506051,0.03146453089244851,0.007085346215781,0.005378753922008068
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-1,0.16383112791430374,0.1039002557544757,0.008242753623188402,0.0034558128544423445,0.004425639529228674
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-2,0.03993383742911154,0.027706734867860187,0.012560386473429948,0.0024318683049779463,0.001580585546153098
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-3,0.004421518054532056,0.0008964589870013448,0.009153318077803204,0.0030595813204508855,0.007395786642761095
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-4,0.0011053795136330147,0.004258180188256387,0.009153318077803205,0.004830917874396136,0.00717167189601076
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5-5,0.0058953574060427415,0.0024652622142536987,0.009725400457665902,0.004991948470209341,0.012326311071268492
