Class,TP,TN,FP,FN,Precision,Recall,F1_Score,Accuracy,AUC
leaf_1,4,18,2,1,0.6666666666666666,0.8,0.7272727272727272,0.88,0.98
leaf_2,2,19,1,3,0.6666666666666666,0.4,0.5,0.84,0.915
leaf_3,5,19,1,0,0.8333333333333334,1.0,0.9090909090909091,0.96,0.995
leaf_4,4,19,1,1,0.8,0.8,0.8000000000000002,0.92,0.9550000000000001
leaf_5,4,19,1,1,0.8,0.8,0.8000000000000002,0.92,0.97
Micro_avg,19,94,6,6,0.76,0.76,0.76,0.76,0.9622
Macro_avg,-,-,-,-,0.7533333333333333,0.76,0.7472727272727273,0.9039999999999999,0.9630000000000001
StandardScaler_feat_all_RandomForestClassifier model classification performance report,,,,,,,,,
